semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_fr;Definition;resourceSubTypeCode;Domain;ExternalLink;changeLog;Status;Version
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PEPPERMINT;PrimaryAddedFlavouringCode;PEPPERMINT;Peppermint;Menthe poivrée;Peppermint;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PINEAPPLE;PrimaryAddedFlavouringCode;PINEAPPLE;Pineapple;Ananas;Pineapple;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:PLUM;PrimaryAddedFlavouringCode;PLUM;Plum;Prune;Plum;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:POMEGRANATE;PrimaryAddedFlavouringCode;POMEGRANATE;Pomegranate;Grenade;Pomegranate;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RASPBERRY;PrimaryAddedFlavouringCode;RASPBERRY;Raspberry;Framboise;Raspberry;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RED_CURRANT;PrimaryAddedFlavouringCode;RED_CURRANT;Red Currant;Groseille;Red Currant;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:RHUBARB;PrimaryAddedFlavouringCode;RHUBARB;Rhubarb;Rhubarbe;Rhubarb;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROOT_BEER;PrimaryAddedFlavouringCode;ROOT_BEER;Root Beer;Biere de Racine;Root Beer;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROSE;PrimaryAddedFlavouringCode;ROSE;Rose;Rose;Rose;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:ROSEMARY;PrimaryAddedFlavouringCode;ROSEMARY;Rosemary;Romarin;Rosemary;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:S_MORES;PrimaryAddedFlavouringCode;S_MORES;S'Mores;S'Mores;S'Mores;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SALT;PrimaryAddedFlavouringCode;SALT;Salt;Sel;The product has an added ingredient that causes the flavour of salt.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SALTED_CARAMEL;PrimaryAddedFlavouringCode;SALTED_CARAMEL;Salted Caramel;Caramel salé;Salted Caramel;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SMOKED;PrimaryAddedFlavouringCode;SMOKED;Smoked;Fumé;Smoked;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SOUR_CHERRY;PrimaryAddedFlavouringCode;SOUR_CHERRY;Sour cherry;Cerise aigre;Sour cherry;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SPICE;PrimaryAddedFlavouringCode;SPICE;Spice;Pimenter;Spice;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:STRAWBERRY;PrimaryAddedFlavouringCode;STRAWBERRY;Strawberry;Fraise;Strawberry;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SUGAR;PrimaryAddedFlavouringCode;SUGAR;Sugar;Sucre;The product has an added ingredient that causes the flavour of sugar.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:SWEET_TEA;PrimaryAddedFlavouringCode;SWEET_TEA;Sweet Tea;Thé sucré;Sweet Tea;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TANGERINE;PrimaryAddedFlavouringCode;TANGERINE;Tangerine;Tangerine;Tangerine;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TOFFEE;PrimaryAddedFlavouringCode;TOFFEE;Toffee;Caramel au beurre;Toffee;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TROPICAL_FRUIT;PrimaryAddedFlavouringCode;TROPICAL_FRUIT;Tropical Fruit;Fruit exotique;Tropical Fruit;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:TRUFFLE;PrimaryAddedFlavouringCode;TRUFFLE;Truffle;Truffe;Truffle;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:UNCLASSIFIED;PrimaryAddedFlavouringCode;UNCLASSIFIED;Unclassified;Non classé;Unclassified;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:UNIDENTIFIED;PrimaryAddedFlavouringCode;UNIDENTIFIED;Unidentified;Non identifié;Unidentified;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VANILLA;PrimaryAddedFlavouringCode;VANILLA;Vanilla;Vanille;Vanilla;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VANILLA_BEAN;PrimaryAddedFlavouringCode;VANILLA_BEAN;Vanilla Bean;Gousse de vanille;Vanilla Bean;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:VIOLET;PrimaryAddedFlavouringCode;VIOLET;Violet;Violet;Violet;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WALNUT;PrimaryAddedFlavouringCode;WALNUT;Walnut;Noyer;Walnut;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WATERMELON;PrimaryAddedFlavouringCode;WATERMELON;Watermelon;Pastèque;Watermelon;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PrimaryAddedFlavouringCode:WORMWOOD;PrimaryAddedFlavouringCode;WORMWOOD;Wormwood;Armoise;Wormwood;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode;ProcessCapabilityCode;;;;Code list developed and managed by GS1. ;CODELIST;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode:DATA_SYNCHRONISATION;ProcessCapabilityCode;DATA_SYNCHRONISATION;Data Synchronisation;Synchronisation des données;The process of continuous harmonisation of information between all trading partners ensures that the master data is the same in all trading partners systems. ;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode:ITEM_AUTHORISATION;ProcessCapabilityCode;ITEM_AUTHORISATION;Item Authorisation;Autorisation d'article;The act of granting permission to sell (or deliver) an item at a specific location or groups of locations where the authorisation could be triggered by either trading partner depending on the buying and selling relationship through GDSN.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode:ITEM_FUTURISATION;ProcessCapabilityCode;ITEM_FUTURISATION;Item Futurisation;Futurisation des objets;The process framework for communicating information related to CURRENT trade item version information using the Global Data Synchronisation Network (GDSN).  ;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode:PARTY_SYNCHRONISATION;ProcessCapabilityCode;PARTY_SYNCHRONISATION;Party Synchronisation;Synchronisation des fêtes;The process of synchronising party Master Data through GDSN.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProcessCapabilityCode:PRICE_SYNCHRONISATION;ProcessCapabilityCode;PRICE_SYNCHRONISATION;Price Synchronisation;Synchronisation des prix;The process of synchronising price information through GDSN.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProduceSeedPresenceCode;ProduceSeedPresenceCode;;;;Specifies the amount of seeds for fresh fruits and vegetables e.g. for water melons, citrus fruits. Use productCharacteristicValueCode to populate. ;CODELIST;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProduceSeedPresenceCode:ALMOST_SEEDLESS;ProduceSeedPresenceCode;ALMOST_SEEDLESS;Almost Seedless;Presque sans pépins;Item contains significantly less than normal mature seeds for this particular variety. Some mature seeds will exist in trade item. The determination of this is made by the supplier and is subject to target market regulations or trade organisation guidelines.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProduceSeedPresenceCode:SEEDLESS;ProduceSeedPresenceCode;SEEDLESS;Seedless;Sans pépins;Item contains No mature Seeds or potentially a few errant seeds. The determination of this is made by the supplier and is subject to target market regulations or trade organisation guidelines.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProduceSeedPresenceCode:SEEDS;ProduceSeedPresenceCode;SEEDS;Seeds;Graines;Item contains the normal amount of mature seeds which are typical for this trade item. The determination of this is made by the supplier and is subject to target market regulations or trade organisation guidelines.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProduceSeedPresenceCode:UNIDENTIFIED;ProduceSeedPresenceCode;UNIDENTIFIED;Unidentified;Non identifié;Quantity or presence of seeds not determined;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode;ProductActivityTypeCode;;;;Code list developed and managed by GS1. ;CODELIST;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductActivityTypeCode:ASSEMBLY;ProductActivityTypeCode;ASSEMBLY;Assembly;Assemblée;Country where product is assembled.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:BIRTH;ProductActivityTypeCode;BIRTH;Birth;Naissance;The place the animal was born/hatched. The place may be a country, region (land or sea), city, etc. The actual birth place of a particular animal would be transactional. Note: the term animal includes but is not limited to mammals, birds, fish and crustaceans. ;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductActivityTypeCode:BOTTLING;ProductActivityTypeCode;BOTTLING;Bottling;Embouteillage;The place in which the beverage is bottled.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:CATCH_ZONE;ProductActivityTypeCode;CATCH_ZONE;Catch zone;Zone de capture;The sea zone in which the seafood in the trade item was caught.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:CUTTER;ProductActivityTypeCode;CUTTER;Cutter;Coupeur;The place where the cutting operation on the carcass or group of carcasses is performed. e.g. approval number of the cutting hall acc. to Regulation EC No 1760/2000 of the European Parliament. Note: The animal is not killed at this location.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:FARMING;ProductActivityTypeCode;FARMING;Farming;Agriculture;The cultivation of animals, plants, fungi, and other life forms;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:IMPORTATION;ProductActivityTypeCode;IMPORTATION;Importation;Importation;"The country from where the trade item has been purchased by the importer.  This is different than the “Last Processing” the product is somehow altered, prepared or assembled before it is imported. Example: a case of 12 bottles of wine is made in France (Country of Origin = France), and a Canadian company purchased/ imported the same case from Italy (Country of Import = Italy)
";CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductActivityTypeCode:LAST_PROCESSING;ProductActivityTypeCode;LAST_PROCESSING;Last processing;Dernier traitement;The ISO 3166-1 code that identifies the country in which the trade item was last processed and tested before importation.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductActivityTypeCode:MILKING;ProductActivityTypeCode;MILKING;Milking ;Traite;Milking is the act of removing milk from mammary glands of various animal types.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductActivityTypeCode:REARING;ProductActivityTypeCode;REARING;Rearing;Élevage;The place the animal was raised after birth to the end of the animals’ life. The place may be a country, region (land or sea), city, etc.  The actual rearing place(s) of a particular animal would be transactional. Guidance: If the animal was raised in multiple locations, one instance of the attribute should be populated (e.g. reared in Spain and Portugal). If the animal may have been raised in a single location but for a particular animal it is transactional, it is suggested to populate the attribute for each possibility of location an animal may have come from (e.g. Instance 1 - reared in Spain, instance 2 - Reared in Portugal). Note: the term animal includes but is not limited to mammals, birds, fish and crustaceans.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductActivityTypeCode:SLAUGHTER;ProductActivityTypeCode;SLAUGHTER;Slaughter;Abattage;The place the animal was killed to be processed for food or other purposes. The place may be a country, region (land or sea), city, etc. The actual slaughter place of a particular animal would be transactional. Note: the term animal includes but is not limited to mammals, birds, fish and crustaceans.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductCharacteristicCode;ProductCharacteristicCode;;;;Code list developed and managed by GS1. ;CODELIST;GDSN;;CHANGED;CURRENT;7
urn:gs1:gdd:cl:ProductCharacteristicCode:airSpeedMax;ProductCharacteristicCode;airSpeedMax;Air Speed Max;Vitesse de l'air maximale;Indicates the maximum air speed, e.g. leaf blower or fan. Populate using productCharacteristicValueMeasurement.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:alcoholicBeverageCharacteristicDescription;ProductCharacteristicCode;alcoholicBeverageCharacteristicDescription;Alcoholic Beverage Characteristic Description ;Description des caractéristiques des boissons alcoolisées;The descriptive text that product brands used to describe the taste, aroma and such of the alcoholic beverage. For example:  tawny, tannins, wood, earthy, flavours, bouquets, etc.  Note: as of release 3.1.7, this code is deprecated. Please use marketingInformation/tastingNotes.;CODEVALUE;GDSN;Definition updated 3.1.7;CHANGED;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:amperageMax;ProductCharacteristicCode;amperageMax;Amperage Max;Ampérage maximum;Indicates the maximal amperage.  Populate using productCharacteristicValueMeasurement.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:apparelBagTypeCode;ProductCharacteristicCode;apparelBagTypeCode;Apparel Bag Type Code;Code de type de sac à vêtements;Indicators of different types of lightweight, flexible container that may be closed for holding, storing, carrying an item or articles. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: ApparelBagTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:areaPerformanceM2PerHourMax;ProductCharacteristicCode;areaPerformanceM2PerHourMax;Area Performance M2 Per Hour Max;Surface de performance M2 par heure maximum;Indicates the maximum area performance measured in squaremeter per hour (m²/h). Populate using productCharacteristicValueInteger.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:averageLife;ProductCharacteristicCode;averageLife;Average Life;Vie moyenne;Average Life is the time the consumer can expect based upon usage that the trade item will last them. For example light bulbs average life might be 1700 hours, or a candle may burn for 8 hours.  Note, this characteristic uses productCharacteristicValueMeasurement for the associated value.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:ballastFactor;ProductCharacteristicCode;ballastFactor;Ballast Factor ;Facteur de ballast;Is the measured ability of a particular ballast to produce light from the lamp(s) it powers. The ballast factor itself is derived by dividing the lumen output of a particular lamp-ballast combination by the lumen output of the same lamp(s) on a reference ballast. This factor, which usually results in a number less than one, accounts for the fact that some lumen loss results when operating lamps on commercially available ballasts. Populate using productCharacteristicValueNumeric.;CODEVALUE;GDSN;;NEW;CURRENT;5
urn:gs1:gdd:cl:ProductCharacteristicCode:bearsNationalSymbol;ProductCharacteristicCode;bearsNationalSymbol;Bears National Symbol ;Symbole national des ours;"Indication whether or not the trade item or trade item packaging bears an image of a national symbol of the target market (e.g. flag or coat of arms). The importation of such goods may be restricted by local target market regulations. Populate using productCharacteristicValueCode ""true"" or ""false"".";CODEVALUE;GDSN;;NEW;CURRENT;5
urn:gs1:gdd:cl:ProductCharacteristicCode:beddingTypeCode;ProductCharacteristicCode;beddingTypeCode;Bedding Type Code;Code du type de literie;Indicators for different bedclothes; blankets, sheets, etc., used on a bed. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BeddingTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT
urn:gs1:gdd:cl:ProductCharacteristicCode:billLogoApplicationTypeCode;ProductCharacteristicCode;billLogoApplicationTypeCode;Bill Logo Application Type Code;Code de type de demande de logo de facture;Indicator of the different applications to a hat bill. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BillLogoApplicationTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:birthstoneMonth;ProductCharacteristicCode;birthstoneMonth;Birthstone Month;Mois de la pierre de naissance;The month that the gem is representative of and gem type for example: April-Diamond; August- Peridot; December-Tanzanite, Zircon, Turquoise; February- methyst; January- Garnet; July- Ruby; June - Pearl, Alexandrite
urn:gs1:gdd:cl:ProductCharacteristicCode:bladeType;ProductCharacteristicCode;bladeType;Blade Type ;Type de lame;Describes the characteristics of the blade like Serrated, single edge. Populate using  productCharacteristicValueDescription.;CODEVALUE;GDSN;;NEW;CURRENT;5
urn:gs1:gdd:cl:ProductCharacteristicCode:bootShaftTypeCode;ProductCharacteristicCode;bootShaftTypeCode;Boot Shaft Type Code;Code de type d'arbre de démarrage;Indicator that is used to identify the style height of a boot. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BootShaftTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:braceletTypeCode;ProductCharacteristicCode;braceletTypeCode;Bracelet Type Code;Code du type de bracelet;Indicator of the construction or style of a bracelet. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: BraceletTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:cableLength;ProductCharacteristicCode;cableLength;Cable Length;Longueur de câble;The total length of the cable (including connectors). Use productCharacteristicValueMeasurement to populate value.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductCharacteristicCode:calendarDateFormatCode;ProductCharacteristicCode;calendarDateFormatCode;Calendar Date Format Code;Code de format de date du calendrier;Describes the format the calendar is using for example HOURLY, DAILY, MONTHLY, YEARLY. Uses productCharacteristicValueCode to populate with values from CalendarDateFormatTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;4
urn:gs1:gdd:cl:ProductCharacteristicCode:calendarTerm;ProductCharacteristicCode;calendarTerm;Calendar Term;Durée du calendrier;The length of the calendar for the item examples 12 months, 14 months, 16 months, 2 years. Use productCharacteristicValueMeasurement to populate.;CODEVALUE;GDSN;;NEW;CURRENT;4
urn:gs1:gdd:cl:ProductCharacteristicCode:cameraFacingCode;ProductCharacteristicCode;cameraFacingCode;Camera Facing Code;Code face à la caméra;A camera on the rear of the trade item, facing away from the user. FRONT_FACING or REAR_FACING.  Use productCharacteristicValueCode to populate value.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductCharacteristicCode:carSeatLATCHSystem;ProductCharacteristicCode;carSeatLATCHSystem;Car Seat LATCH System;Système LATCH pour siège d'auto;"Designates whether or not the trade item has a car seat LATCH system. The LATCH (Lower Anchors and Tethers for Children) system was developed to make it easier to correctly install child safety seats without using seat belts.
TRUE, FALSE, UNSPECIFIED, NOT_APPLICABLE.  Use productCharacteristicValueCode to populate value. ";CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductCharacteristicCode:carSeatType;ProductCharacteristicCode;carSeatType;Car Seat Type;Type de siège d'auto;Describes the type of car seat convertible, booster, travel, rear facing, front facing. Use productCharacteristicValueDescription to populate value.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:ProductCharacteristicCode:catchVolumeMax;ProductCharacteristicCode;catchVolumeMax;Catch Volume Max;Volume de capture maximum;Indicates the maximum catch volume, e.g. catch tray of a lawn mower. Populate using productCharacteristicValueMeasurement.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:chainSpeedMax;ProductCharacteristicCode;chainSpeedMax;Chain Speed Max;Vitesse de chaîne maximale;Indicates the maximum chain speed, e.g. chainsaw. Populate using productCharacteristicValueMeasurement.;CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:chuckType;ProductCharacteristicCode;chuckType;Chuck Type;Type de mandrin;The type of drill chuck — the part that holds the bit. Examples SDS; Keyed. Populate using productCharacteristicValueDescription.;CODEVALUE;GDSN;;NEW;CURRENT
urn:gs1:gdd:cl:ProductCharacteristicCode:coatJacketTypeCode;ProductCharacteristicCode;coatJacketTypeCode;Coat Jacket Type Code;Code de type de veste de manteau;Indicator that is used to identify the cut or style pertaining to the Coat/Jacket. Use productCharacteristicValueCode to populate. Values are available in GS1 code list: CoatJacketTypeCode.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:ProductCharacteristicCode:colourRenderingIndexMin;ProductCharacteristicCode;colourRenderingIndexMin;Colour Rendering Index Min;Indice de rendu des couleurs min.;"Indicates the minimum colour rendering index, e.g. lamps. A colour rendering index (CRI) is a quantitative measure of the ability of a light source to reveal the colours of various objects faithfully in comparison with an ideal or natural light source. Light sources with a high CRI are desirable in colour-critical applications such as neonatal care, photography and cinematography. It is defined by the International Commission on Illumination (CIE) as follows:
Colour rendering: Effect of an illuminant on the colour appearance of objects by conscious or subconscious comparison with their colour appearance under a reference illuminant.
Populate using productCharacteristicValueMeasurement.";CODEVALUE;GDSN;;NEW;CURRENT;3
urn:gs1:gdd:cl:ProductCharacteristicCode:compressionRatio;ProductCharacteristicCode;compressionRatio;Compression Ratio;Ratio de compression;When the piston has moved up to the top of its stroke inside the cylinder, and the remaining volume inside the head or combustion chamber has been reduced to 100 cc, then the compression ratio would be proportionally described as 1000:100, or with fractional reduction, a 10:1 compression ratio. Examples 8.2:1; 9.0:1 productCharacteristicValueString;CODEVALUE;GDSN;;NEW;CURRENT
