semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_en;bcpg:lvValue_fr;bcpg:lvValue_de;bcpg:lvValue_nl;bcpg:lvValue_es;bcpg:lvValue_en_US;bcpg:lvValue_it;bcpg:lvValue_pt;bcpg:lvValue_sv;bcpg:lvValue_fi;changeLog;Status;Version;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductActivityTypeCode:SLAUGHTER;ProductActivityTypeCode;SLAUGHTER;Slaughter;Slaughter;Abattage;;;;;;;;; birds; fish and crustaceans.;CODEVALUE;GDSN;;NEW;CURRENT;2;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode;ProductionMethodForFishAndSeafoodCode;;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE;ProductionMethodForFishAndSeafoodCode;AQUACULTURE;Aquaculture;Aquaculture;Aquaculture;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_CAGES_DAM_SYSTEMS;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_CAGES_DAM_SYSTEMS;Aquaculture cages - (open) dam systems;Aquaculture cages - (open) dam systems;Cages d'aquaculture - systèmes de barrages (ouverts);;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_CAGES_FULL_LIFECYCLE;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_CAGES_FULL_LIFECYCLE;Aquaculture cages - full lifecycle;Aquaculture cages - full lifecycle;Cages d'aquaculture - cycle de vie complet;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_CAGES_WILD_JUVENILES;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_CAGES_WILD_JUVENILES;Aquaculture cages - wild juveniles;Aquaculture cages - wild juveniles;Cages d'aquaculture - juvéniles sauvages;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_FLOAT_TRAY_RAFT_ROPE_BOTTOM_WILD;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_FLOAT_TRAY_RAFT_ROPE_BOTTOM_WILD;Aquaculture float/tray/raft/rope/bottom-wild;Aquaculture float/tray/raft/rope/bottom-wild;Flotteur/plateau/radeau/corde/fond d'aquaculture - sauvage;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_FLOAT_TRAY_RAFT_ROPE_BOTTOM-FULL;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_FLOAT_TRAY_RAFT_ROPE_BOTTOM-FULL;Aquaculture float/tray/raft/rope/bottom-100%;Aquaculture float/tray/raft/rope/bottom-100%;Flotteur/plateau/radeau/corde/fond d'aquaculture - 100 %;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_PONDS_EXTENSIVE;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_PONDS_EXTENSIVE;Aquaculture ponds - extensive production;Aquaculture ponds - extensive production;Bassins d'aquaculture - production extensive;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_PONDS_INTENSIVE;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_PONDS_INTENSIVE;Aquaculture ponds - intensive production;Aquaculture ponds - intensive production;Bassins d'aquaculture - production intensive;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_PONDS_SEMI_INTENSIVE;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_PONDS_SEMI_INTENSIVE;Aquaculture ponds - semi-intensive production;Aquaculture ponds - semi-intensive production;Bassins d'aquaculture - production semi-intensive;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_RACEWAYS;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_RACEWAYS;Aquaculture raceways;Aquaculture raceways;Raceways d'aquaculture;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_RECIRCULATING;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_RECIRCULATING;Aquaculture recirculating systems;Aquaculture recirculating systems;Systèmes de recirculation d'aquaculture;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_RECIRCULATING_AQUAPONIC;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_RECIRCULATING_AQUAPONIC;Aquaculture recirculating systems - Aquaponic;Aquaculture recirculating systems - Aquaponic;Systèmes de recirculation d'aquaculture - Aquaponique;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:AQUACULTURE_TANKS;ProductionMethodForFishAndSeafoodCode;AQUACULTURE_TANKS;Aquaculture tanks;Aquaculture tanks;Réservoirs d'aquaculture;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:INLAND_FISHERY;ProductionMethodForFishAndSeafoodCode;INLAND_FISHERY;Inland Fishery;Inland Fishery;Pêche continentale;;;;;;;;; artificial canals; and static or lenitic waters such as natural lakes and tarns and artificial lakes or reservoirs such as rivers; lakes; etc.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;
urn:gs1:gdd:cl:ProductionMethodForFishAndSeafoodCode:MARINE_FISHERY;ProductionMethodForFishAndSeafoodCode;MARINE_FISHERY;Marine Fishery;Marine Fishery;Pêche maritime;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode;PromotionTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:BONUS_PACK;PromotionTypeCode;BONUS_PACK;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:FREE_COMPONENTS;PromotionTypeCode;FREE_COMPONENTS;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:FREE_GIFT_ATTACHED;PromotionTypeCode;FREE_GIFT_ATTACHED;Free_Gift Attached;Free_Gift Attached;Cadeau gratuit ci-joint;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:FREE_QUANTITY;PromotionTypeCode;FREE_QUANTITY;;;;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:MULTI_PACK_AND_COMBINATION_PACK;PromotionTypeCode;MULTI_PACK_AND_COMBINATION_PACK;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:SAMPLE;PromotionTypeCode;SAMPLE;Sample;Sample;Échantillon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:PromotionTypeCode:SPECIAL_PACKAGING;PromotionTypeCode;SPECIAL_PACKAGING;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode;ReferencedTradeItemTypeCode;;;;;;;;;;;;;CHANGED;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:ACCESSORY_INCLUDED;ReferencedTradeItemTypeCode;ACCESSORY_INCLUDED;Accessory/Add-on included;Accessory/Add-on included;Accessoire/module complémentaire inclus;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:ACCESSORY_SOLD_SEPARATELY;ReferencedTradeItemTypeCode;ACCESSORY_SOLD_SEPARATELY;Accessory/Add-on sold separately;Accessory/Add-on sold separately;Accessoire/module complémentaire vendu séparément;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:DEPENDENT_PROPRIETARY;ReferencedTradeItemTypeCode;DEPENDENT_PROPRIETARY;Dependent Proprietary;Dependent Proprietary;Dépendant propriétaire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:EQUIVALENT;ReferencedTradeItemTypeCode;EQUIVALENT;Equivalent;Equivalent;Équivalent;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:ITEM_VARIANT_MASTER;ReferencedTradeItemTypeCode;ITEM_VARIANT_MASTER;Item Variant Master;Item Variant Master;Variante d'article Master;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:PREFERRED;ReferencedTradeItemTypeCode;PREFERRED;Preferred;Preferred;Préféré;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:PRIMARY_ALTERNATIVE;ReferencedTradeItemTypeCode;PRIMARY_ALTERNATIVE;Primary Alternative;Primary Alternative;Alternative principale;;;;;;;;;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:REPLACED;ReferencedTradeItemTypeCode;REPLACED;Replaced;Replaced;Remplacé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:REPLACED_BY;ReferencedTradeItemTypeCode;REPLACED_BY;Replaced By;Replaced By;Remplacé par;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:SUBSTITUTED;ReferencedTradeItemTypeCode;SUBSTITUTED;Substituted;Substituted;Remplacé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ReferencedTradeItemTypeCode:SUBSTITUTED_BY;ReferencedTradeItemTypeCode;SUBSTITUTED_BY;Substituted By;Substituted By;Remplacé par;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:RennetTypeCode;RennetTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:RennetTypeCode:ANIMAL_RENNET;RennetTypeCode;ANIMAL_RENNET;Animal Rennet;Animal Rennet;présure animale;Tierisches Lab;Dierlijk Stremsel;Cuajo animal;Animal Rennet;Caglio animale;Coalho Animal;Animal Löpe;Eläinperäinen Juoksute;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:RennetTypeCode:MICROBIAL_RENNET;RennetTypeCode;MICROBIAL_RENNET;Microbial Rennet;Microbial Rennet;Présure microbienne;Mikrobielles Lab;Microbiëel Stremsel;Cuajo microbiano;Microbial Rennet;Caglio microbico;Coalho Microbiano;Mikrobiellt Löpe;Mikrobiologinen Juoksute;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:RennetTypeCode:NO_RENNET;RennetTypeCode;NO_RENNET;No Rennet;No Rennet;Sans présure;Ohne Lab;Zonder stremsel;Sin cuajo;No Rennet;Senza caglio;Sem coalho;Utan löpe;Ilman juoksutetta;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:RennetTypeCode:VEGETABLE_RENNET;RennetTypeCode;VEGETABLE_RENNET;Vegetable Rennet;Vegetable Rennet;Présure végétale;Pflanzliches Lab;Plantaardig Stremsel;Cuajo vegetal;Vegetable Rennet;Caglio vegetale;Coalho Vegetal;Vegetabiliskt Löpe;Kasviperäinen Juoksute;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode;SDSStandardCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:ANSI;SDSStandardCode;ANSI;ANSI;ANSI;ANSI;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:FITPC;SDSStandardCode;FITPC;Fiche Information Technique Produit Cosmetique - Cosmetic Product Technical Data Sheet;Fiche Information Technique Produit Cosmetique - Cosmetic Product Technical Data Sheet;Fiche Information Technique Produit Cosmétique - Fiche Technique Produit Cosmétique;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:GHS;SDSStandardCode;GHS;GHS;GHS;SGH;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:OSHA;SDSStandardCode;OSHA;OSHA;OSHA;OSHA;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:OTHER;SDSStandardCode;OTHER;Other;Other;Autre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:REACH;SDSStandardCode;REACH;Reach regulation;Reach regulation;Règlement REACH;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SDSStandardCode:RETAILER_REQUESTED;SDSStandardCode;RETAILER_REQUESTED;Retailer Requested;Retailer Requested;Détaillant demandé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode;SeasonParameterCode;;;;;;;;;;;;;CHANGED;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:ALL_YEAR;SeasonParameterCode;ALL_YEAR;All Year;All Year;Toute l'année;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:AUTUMN;SeasonParameterCode;AUTUMN;Autumn;Autumn;Automne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:AUTUMN_WINTER;SeasonParameterCode;AUTUMN_WINTER;Autumn Winter;Autumn Winter;Automne Hiver;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:CARNIVAL;SeasonParameterCode;CARNIVAL;Carnival;Carnival;Carnaval;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:CHRISTMAS;SeasonParameterCode;CHRISTMAS;Christmas;Christmas;Noël;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:EASTER;SeasonParameterCode;EASTER;Easter;Easter;Pâques;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:FATHERS_DAY;SeasonParameterCode;FATHERS_DAY;Father's Day;Father's Day;Fête des pères;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:HALLOWEEN;SeasonParameterCode;HALLOWEEN;Halloween;Halloween;Halloween;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:MOTHERS_DAY;SeasonParameterCode;MOTHERS_DAY;Mother's Day;Mother's Day;fête des Mères;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:OTHER;SeasonParameterCode;OTHER;Other;Other;Autre;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:SPRING;SeasonParameterCode;SPRING;Spring;Spring;Printemps;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:SPRING_SUMMER;SeasonParameterCode;SPRING_SUMMER;Spring Summer;Spring Summer;Printemps Été;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:SUMMER;SeasonParameterCode;SUMMER;Summer;Summer;Été;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:VALENTINES_DAY;SeasonParameterCode;VALENTINES_DAY;Valentines Day;Valentines Day;Saint Valentin;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:SeasonParameterCode:WINTER;SeasonParameterCode;WINTER;Winter;Winter;Hiver;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode;SecondaryAddedFlavouringCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ACAI_BERRY;SecondaryAddedFlavouringCode;ACAI_BERRY;Acai Berry;Acai Berry;Acai Berry;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ALMOND;SecondaryAddedFlavouringCode;ALMOND;Almond;Almond;Amande;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:AMARETTO;SecondaryAddedFlavouringCode;AMARETTO;Amaretto;Amaretto;Amaretto;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ANISEED;SecondaryAddedFlavouringCode;ANISEED;Aniseed;Aniseed;Anis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:APPLE;SecondaryAddedFlavouringCode;APPLE;Apple;Apple;Pomme;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:APPLE_PIE;SecondaryAddedFlavouringCode;APPLE_PIE;Apple Pie;Apple Pie;Tarte aux pommes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:APRICOT;SecondaryAddedFlavouringCode;APRICOT;Apricot;Apricot;Abricot;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ARTICHOKE;SecondaryAddedFlavouringCode;ARTICHOKE;Artichoke;Artichoke;Artichaut;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BANANA;SecondaryAddedFlavouringCode;BANANA;Banana;Banana;Banane;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BASIL;SecondaryAddedFlavouringCode;BASIL;Basil;Basil;Basilic;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BISON_GRASS;SecondaryAddedFlavouringCode;BISON_GRASS;Bison grass;Bison grass;herbe à bison;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BITTERS;SecondaryAddedFlavouringCode;BITTERS;Bitters;Bitters;Bitter;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLACK_CHERRY;SecondaryAddedFlavouringCode;BLACK_CHERRY;Black Cherry;Black Cherry;Cerise noire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLACK_CURRANT;SecondaryAddedFlavouringCode;BLACK_CURRANT;Black Currant;Black Currant;Cassis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLACKBERRY;SecondaryAddedFlavouringCode;BLACKBERRY;Blackberry;Blackberry;Mûre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLACKTHORN;SecondaryAddedFlavouringCode;BLACKTHORN;Blackthorn;Blackthorn;Prunellier;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLOOD_ORANGE;SecondaryAddedFlavouringCode;BLOOD_ORANGE;Blood Orange;Blood Orange;Orange sanguine;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BLUEBERRY;SecondaryAddedFlavouringCode;BLUEBERRY;Blueberry;Blueberry;Myrtille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BOTANICAL;SecondaryAddedFlavouringCode;BOTANICAL;Botanical;Botanical;Botanique;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:BUTTERSCOTCH;SecondaryAddedFlavouringCode;BUTTERSCOTCH;Butterscotch;Butterscotch;Caramel au beurre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CAKE;SecondaryAddedFlavouringCode;CAKE;Cake;Cake;Gâteau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CARAWAY_SEED;SecondaryAddedFlavouringCode;CARAWAY_SEED;Caraway Seed;Caraway Seed;Graines de carvi;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CARDAMOM;SecondaryAddedFlavouringCode;CARDAMOM;Cardamom;Cardamom;Cardamome;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CHAMOMILE;SecondaryAddedFlavouringCode;CHAMOMILE;Chamomile;Chamomile;Camomille;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CHERRY;SecondaryAddedFlavouringCode;CHERRY;Cherry;Cherry;Cerise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CHILLI;SecondaryAddedFlavouringCode;CHILLI;Chilli;Chilli;Piment;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CHOCOLATE;SecondaryAddedFlavouringCode;CHOCOLATE;Chocolate;Chocolate;Chocolat;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CINNAMON;SecondaryAddedFlavouringCode;CINNAMON;Cinnamon;Cinnamon;Cannelle;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CITRUS_FRUIT;SecondaryAddedFlavouringCode;CITRUS_FRUIT;Citrus Fruit;Citrus Fruit;Agrumes;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:COCONUT;SecondaryAddedFlavouringCode;COCONUT;Coconut;Coconut;Noix de coco;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:COFFEE;SecondaryAddedFlavouringCode;COFFEE;Coffee;Coffee;Café;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CRANBERRY;SecondaryAddedFlavouringCode;CRANBERRY;Cranberry;Cranberry;Canneberge;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:CUCUMBER;SecondaryAddedFlavouringCode;CUCUMBER;Cucumber;Cucumber;Concombre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:EGG;SecondaryAddedFlavouringCode;EGG;Egg;Egg;Œuf;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ELDERBERRY;SecondaryAddedFlavouringCode;ELDERBERRY;Elderberry;Elderberry;Sureau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ELDERFLOWER;SecondaryAddedFlavouringCode;ELDERFLOWER;Elderflower;Elderflower;Fleur de sureau;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ENGLISH_TOFFEE;SecondaryAddedFlavouringCode;ENGLISH_TOFFEE;English Toffee;English Toffee;Caramel anglais;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:ESPRESSO;SecondaryAddedFlavouringCode;ESPRESSO;Espresso;Espresso;Espresso;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:FIG;SecondaryAddedFlavouringCode;FIG;Fig;Fig;figue;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:FRENCH_VANILLA;SecondaryAddedFlavouringCode;FRENCH_VANILLA;French Vanilla;French Vanilla;Vanille française;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:GENTIAN_ROOT;SecondaryAddedFlavouringCode;GENTIAN_ROOT;Gentian Root;Gentian Root;Racine de gentiane;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:SecondaryAddedFlavouringCode:GINGER;SecondaryAddedFlavouringCode;GINGER;Ginger;Ginger;Gingembre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
